"ID","Salmean"
903,34.374386
904,34.374386
905,34.374386
906,34.374386
907,34.374386
908,34.374386
909,34.374386
910,34.374386
911,34.374386
912,34.374386
913,34.374386
914,34.374386
915,34.675362
916,34.675362
917,34.675362
918,34.694157
919,34.694157
920,34.694157
921,34.675362
922,34.694157
923,34.694157
924,34.694157
925,34.694157
926,34.403816
927,34.403816
928,34.403816
929,34.403816
930,34.403816
931,34.403816
932,34.495674
933,34.446362
934,34.446362
935,34.446362
936,34.446362
937,34.446362
938,34.446362
939,34.495674
940,34.446362
941,34.446362
942,34.446362
943,34.446362
944,34.446362
945,34.446362
946,34.446362
947,34.446362
948,34.495674
949,34.495674
950,34.495674
951,34.495674
952,34.725784
953,34.673111
954,34.673111
955,34.720699
956,34.366196
957,34.366196
958,34.366196
959,34.366196
960,34.366196
961,34.374386
962,34.374386
963,34.495674
964,34.495674
965,34.495674
966,34.495674
967,34.673111
968,34.673111
969,34.495674
970,34.495674
971,34.495674
972,34.495674
973,34.366196
974,34.366196
975,34.366196
976,34.366196
977,34.366196
978,34.366196
979,34.366196
980,34.366196
981,34.366196
982,34.366196
983,34.366196
984,34.366196
985,34.366196
986,34.366196
987,34.366196
988,34.366196
989,34.336811
990,34.336811
991,34.336811
992,34.336811
993,34.324455
994,34.374386
995,34.374386
996,34.374386
997,34.374386
998,34.403816
999,34.675362
1000,34.694157
1001,34.403816
1002,34.403816
1003,34.446362
1004,34.495674
1005,34.495674
1006,34.446362
1007,34.446362
1008,34.446362
1009,34.446362
1010,34.495674
1011,34.495674
1012,34.495674
1013,34.495674
1014,34.495674
1015,34.495674
1016,34.495674
1017,34.720699
1018,34.673111
1019,34.673111
1020,34.366196
1021,34.366196
1022,34.366196
1023,34.366196
1024,34.324455
1025,34.336811
1026,34.374386
1027,34.374386
1028,34.403816
1029,34.446362
1030,34.495674
1031,34.673111
1032,34.673111
1033,34.673111
1034,34.673111
1035,34.720699
1036,34.720699
1037,34.720699
1038,34.495674
1039,34.495674
1040,34.495674
1041,34.495674
1042,34.495674
1043,34.495674
1044,34.495674
1045,34.366196
1046,34.366196
1047,34.366196
1048,34.366196
1049,34.366196
1050,34.366196
1051,34.366196
1052,34.366196
1053,34.366196
1054,34.366196
1055,34.366196
1056,34.366196
1057,34.366196
1058,34.366196
1059,34.366196
1060,34.336811
1061,34.336811
1062,34.336811
1063,34.336811
1064,34.336811
1065,34.336811
1066,34.336811
1067,34.324455
1068,34.324455
1069,34.336811
1070,34.336811
1071,34.336811
1072,34.324455
1073,34.324455
1074,34.324455
1075,34.324455
1076,34.374386
1077,34.374386
1078,34.374386
1079,34.374386
1080,34.374386
1081,34.374386
1082,34.374386
1083,34.694157
1084,34.694157
1085,34.694157
1086,34.446362
1087,34.446362
1088,34.446362
1089,34.446362
1090,34.446362
1091,34.446362
1092,34.446362
1093,34.446362
1094,34.446362
1095,34.446362
1096,34.495674
1097,34.495674
1098,34.495674
1099,34.446362
1100,34.495674
1101,34.495674
1102,34.495674
1103,34.495674
1104,34.495674
1105,34.495674
1106,34.495674
1107,34.495674
1108,34.795994
1109,34.324455
1110,34.374386
1111,34.374386
1112,34.374386
1113,34.374386
1114,34.374386
1115,34.374386
1116,34.374386
1117,34.403816
1118,34.403816
1119,34.403816
1120,34.403816
1121,34.403816
1122,34.403816
1123,34.403816
1124,34.403816
1125,34.403816
1126,34.403816
1127,34.403816
1128,34.446362
1129,34.446362
1130,34.846447
1131,34.846447
1132,34.846447
1133,34.846447
1134,34.846447
1135,34.846447
1136,34.846447
1137,34.846447
1138,34.846447
1139,34.846447
1140,34.846447
1141,34.846447
1142,34.846447
1143,34.846447
1144,34.846447
1145,34.846447
1146,34.846447
1147,34.846447
1148,34.846447
1149,34.846447
1150,34.846447
1151,34.846447
1152,34.846447
1153,34.846447
1154,34.846447
1155,34.846447
1156,34.846447
1157,34.846447
1158,34.846447
1159,34.846447
