"ID","Layer","Meantemp","Yearnr","TS_year"
27,"bottomT_mean_1993.2018.1",8.37498083114624,"1",1993
27,"bottomT_mean_1993.2018.2",8.0131781578064,"2",1994
27,"bottomT_mean_1993.2018.3",8.43043918609619,"3",1995
27,"bottomT_mean_1993.2018.4",8.19141826629639,"4",1996
27,"bottomT_mean_1993.2018.5",8.86413154602051,"5",1997
27,"bottomT_mean_1993.2018.6",8.66732387542725,"6",1998
27,"bottomT_mean_1993.2018.7",9.00816669464111,"7",1999
27,"bottomT_mean_1993.2018.8",8.8843469619751,"8",2000
27,"bottomT_mean_1993.2018.9",8.92002944946289,"9",2001
27,"bottomT_mean_1993.2018.10",9.38409385681152,"10",2002
27,"bottomT_mean_1993.2018.11",9.12471084594727,"11",2003
27,"bottomT_mean_1993.2018.12",9.08867454528809,"12",2004
27,"bottomT_mean_1993.2018.13",9.0208137512207,"13",2005
27,"bottomT_mean_1993.2018.14",9.6766321182251,"14",2006
27,"bottomT_mean_1993.2018.15",9.16339626312256,"15",2007
27,"bottomT_mean_1993.2018.16",9.48155765533447,"16",2008
27,"bottomT_mean_1993.2018.17",9.17944889068604,"17",2009
27,"bottomT_mean_1993.2018.18",8.43600578308105,"18",2010
27,"bottomT_mean_1993.2018.19",8.74823455810547,"19",2011
27,"bottomT_mean_1993.2018.20",8.93577651977539,"20",2012
27,"bottomT_mean_1993.2018.21",9.00026874542236,"21",2013
27,"bottomT_mean_1993.2018.22",9.57203884124756,"22",2014
27,"bottomT_mean_1993.2018.23",9.48532981872559,"23",2015
27,"bottomT_mean_1993.2018.24",9.46920375823975,"24",2016
27,"bottomT_mean_1993.2018.25",9.83148307800293,"25",2017
27,"bottomT_mean_1993.2018.26",9.72056655883789,"26",2018
28,"bottomT_mean_1993.2018.1",8.49750232696533,"1",1993
28,"bottomT_mean_1993.2018.2",8.25907198588053,"2",1994
28,"bottomT_mean_1993.2018.3",8.59471416473389,"3",1995
28,"bottomT_mean_1993.2018.4",8.28574498494466,"4",1996
28,"bottomT_mean_1993.2018.5",9.06563504536947,"5",1997
28,"bottomT_mean_1993.2018.6",8.81306393941244,"6",1998
28,"bottomT_mean_1993.2018.7",9.19680372873942,"7",1999
28,"bottomT_mean_1993.2018.8",9.00067138671875,"8",2000
28,"bottomT_mean_1993.2018.9",9.02813816070557,"9",2001
28,"bottomT_mean_1993.2018.10",9.62379868825277,"10",2002
28,"bottomT_mean_1993.2018.11",9.33938630421956,"11",2003
28,"bottomT_mean_1993.2018.12",9.26416810353597,"12",2004
28,"bottomT_mean_1993.2018.13",9.06533018747965,"13",2005
28,"bottomT_mean_1993.2018.14",9.88302262624105,"14",2006
28,"bottomT_mean_1993.2018.15",9.30146185557047,"15",2007
28,"bottomT_mean_1993.2018.16",9.65751107533773,"16",2008
28,"bottomT_mean_1993.2018.17",9.28406651814779,"17",2009
28,"bottomT_mean_1993.2018.18",8.48494942982992,"18",2010
28,"bottomT_mean_1993.2018.19",8.91621653238932,"19",2011
28,"bottomT_mean_1993.2018.20",9.03297996520996,"20",2012
28,"bottomT_mean_1993.2018.21",9.16331481933594,"21",2013
28,"bottomT_mean_1993.2018.22",9.81586138407389,"22",2014
28,"bottomT_mean_1993.2018.23",9.63852882385254,"23",2015
28,"bottomT_mean_1993.2018.24",9.62377802530924,"24",2016
28,"bottomT_mean_1993.2018.25",9.9742120107015,"25",2017
28,"bottomT_mean_1993.2018.26",9.93730481465658,"26",2018
29,"bottomT_mean_1993.2018.1",8.49750232696533,"1",1993
29,"bottomT_mean_1993.2018.2",8.25907198588053,"2",1994
29,"bottomT_mean_1993.2018.3",8.59471416473389,"3",1995
29,"bottomT_mean_1993.2018.4",8.28574498494466,"4",1996
29,"bottomT_mean_1993.2018.5",9.06563504536947,"5",1997
29,"bottomT_mean_1993.2018.6",8.81306393941244,"6",1998
29,"bottomT_mean_1993.2018.7",9.19680372873942,"7",1999
29,"bottomT_mean_1993.2018.8",9.00067138671875,"8",2000
29,"bottomT_mean_1993.2018.9",9.02813816070557,"9",2001
29,"bottomT_mean_1993.2018.10",9.62379868825277,"10",2002
29,"bottomT_mean_1993.2018.11",9.33938630421956,"11",2003
29,"bottomT_mean_1993.2018.12",9.26416810353597,"12",2004
29,"bottomT_mean_1993.2018.13",9.06533018747965,"13",2005
29,"bottomT_mean_1993.2018.14",9.88302262624105,"14",2006
29,"bottomT_mean_1993.2018.15",9.30146185557047,"15",2007
29,"bottomT_mean_1993.2018.16",9.65751107533773,"16",2008
29,"bottomT_mean_1993.2018.17",9.28406651814779,"17",2009
29,"bottomT_mean_1993.2018.18",8.48494942982992,"18",2010
29,"bottomT_mean_1993.2018.19",8.91621653238932,"19",2011
29,"bottomT_mean_1993.2018.20",9.03297996520996,"20",2012
29,"bottomT_mean_1993.2018.21",9.16331481933594,"21",2013
29,"bottomT_mean_1993.2018.22",9.81586138407389,"22",2014
29,"bottomT_mean_1993.2018.23",9.63852882385254,"23",2015
29,"bottomT_mean_1993.2018.24",9.62377802530924,"24",2016
29,"bottomT_mean_1993.2018.25",9.9742120107015,"25",2017
29,"bottomT_mean_1993.2018.26",9.93730481465658,"26",2018
72,"bottomT_mean_1993.2018.1",NA,"1",1993
72,"bottomT_mean_1993.2018.2",NA,"2",1994
72,"bottomT_mean_1993.2018.3",NA,"3",1995
72,"bottomT_mean_1993.2018.4",NA,"4",1996
72,"bottomT_mean_1993.2018.5",NA,"5",1997
72,"bottomT_mean_1993.2018.6",NA,"6",1998
72,"bottomT_mean_1993.2018.7",NA,"7",1999
72,"bottomT_mean_1993.2018.8",NA,"8",2000
72,"bottomT_mean_1993.2018.9",NA,"9",2001
72,"bottomT_mean_1993.2018.10",NA,"10",2002
72,"bottomT_mean_1993.2018.11",NA,"11",2003
72,"bottomT_mean_1993.2018.12",NA,"12",2004
72,"bottomT_mean_1993.2018.13",NA,"13",2005
72,"bottomT_mean_1993.2018.14",NA,"14",2006
72,"bottomT_mean_1993.2018.15",NA,"15",2007
72,"bottomT_mean_1993.2018.16",NA,"16",2008
72,"bottomT_mean_1993.2018.17",NA,"17",2009
72,"bottomT_mean_1993.2018.18",NA,"18",2010
72,"bottomT_mean_1993.2018.19",NA,"19",2011
72,"bottomT_mean_1993.2018.20",NA,"20",2012
72,"bottomT_mean_1993.2018.21",NA,"21",2013
72,"bottomT_mean_1993.2018.22",NA,"22",2014
72,"bottomT_mean_1993.2018.23",NA,"23",2015
72,"bottomT_mean_1993.2018.24",NA,"24",2016
72,"bottomT_mean_1993.2018.25",NA,"25",2017
72,"bottomT_mean_1993.2018.26",NA,"26",2018
451,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
451,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
451,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
451,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
451,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
451,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
451,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
451,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
451,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
451,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
451,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
451,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
451,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
451,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
451,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
451,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
451,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
451,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
451,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
451,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
451,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
451,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
451,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
451,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
451,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
451,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
452,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
452,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
452,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
452,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
452,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
452,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
452,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
452,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
452,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
452,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
452,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
452,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
452,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
452,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
452,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
452,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
452,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
452,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
452,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
452,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
452,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
452,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
452,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
452,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
452,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
452,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
453,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
453,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
453,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
453,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
453,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
453,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
453,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
453,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
453,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
453,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
453,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
453,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
453,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
453,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
453,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
453,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
453,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
453,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
453,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
453,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
453,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
453,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
453,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
453,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
453,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
453,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
454,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
454,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
454,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
454,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
454,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
454,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
454,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
454,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
454,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
454,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
454,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
454,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
454,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
454,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
454,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
454,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
454,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
454,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
454,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
454,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
454,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
454,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
454,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
454,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
454,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
454,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
455,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
455,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
455,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
455,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
455,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
455,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
455,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
455,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
455,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
455,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
455,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
455,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
455,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
455,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
455,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
455,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
455,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
455,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
455,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
455,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
455,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
455,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
455,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
455,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
455,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
455,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
456,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
456,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
456,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
456,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
456,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
456,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
456,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
456,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
456,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
456,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
456,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
456,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
456,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
456,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
456,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
456,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
456,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
456,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
456,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
456,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
456,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
456,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
456,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
456,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
456,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
456,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
457,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
457,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
457,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
457,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
457,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
457,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
457,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
457,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
457,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
457,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
457,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
457,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
457,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
457,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
457,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
457,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
457,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
457,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
457,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
457,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
457,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
457,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
457,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
457,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
457,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
457,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
458,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
458,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
458,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
458,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
458,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
458,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
458,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
458,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
458,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
458,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
458,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
458,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
458,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
458,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
458,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
458,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
458,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
458,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
458,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
458,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
458,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
458,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
458,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
458,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
458,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
458,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
459,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
459,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
459,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
459,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
459,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
459,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
459,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
459,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
459,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
459,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
459,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
459,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
459,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
459,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
459,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
459,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
459,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
459,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
459,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
459,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
459,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
459,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
459,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
459,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
459,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
459,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
460,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
460,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
460,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
460,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
460,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
460,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
460,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
460,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
460,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
460,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
460,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
460,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
460,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
460,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
460,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
460,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
460,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
460,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
460,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
460,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
460,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
460,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
460,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
460,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
460,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
460,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
461,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
461,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
461,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
461,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
461,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
461,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
461,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
461,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
461,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
461,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
461,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
461,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
461,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
461,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
461,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
461,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
461,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
461,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
461,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
461,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
461,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
461,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
461,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
461,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
461,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
461,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
462,"bottomT_mean_1993.2018.1",4.18328973225185,"1",1993
462,"bottomT_mean_1993.2018.2",4.6089882169451,"2",1994
462,"bottomT_mean_1993.2018.3",4.36732510157994,"3",1995
462,"bottomT_mean_1993.2018.4",4.11560848781041,"4",1996
462,"bottomT_mean_1993.2018.5",4.3702461378915,"5",1997
462,"bottomT_mean_1993.2018.6",4.37091759272984,"6",1998
462,"bottomT_mean_1993.2018.7",5.18550021307809,"7",1999
462,"bottomT_mean_1993.2018.8",5.19387102127075,"8",2000
462,"bottomT_mean_1993.2018.9",4.90720639910017,"9",2001
462,"bottomT_mean_1993.2018.10",5.08094385692051,"10",2002
462,"bottomT_mean_1993.2018.11",5.12022542953491,"11",2003
462,"bottomT_mean_1993.2018.12",5.28453711100987,"12",2004
462,"bottomT_mean_1993.2018.13",5.5474933896746,"13",2005
462,"bottomT_mean_1993.2018.14",5.2753814969744,"14",2006
462,"bottomT_mean_1993.2018.15",5.32693181719099,"15",2007
462,"bottomT_mean_1993.2018.16",5.07487501416888,"16",2008
462,"bottomT_mean_1993.2018.17",5.17630107062204,"17",2009
462,"bottomT_mean_1993.2018.18",4.94940028871809,"18",2010
462,"bottomT_mean_1993.2018.19",5.4266836302621,"19",2011
462,"bottomT_mean_1993.2018.20",5.28230490003313,"20",2012
462,"bottomT_mean_1993.2018.21",5.64757653645107,"21",2013
462,"bottomT_mean_1993.2018.22",5.32938194274902,"22",2014
462,"bottomT_mean_1993.2018.23",5.51918956211635,"23",2015
462,"bottomT_mean_1993.2018.24",5.93485164642334,"24",2016
462,"bottomT_mean_1993.2018.25",5.47984688622611,"25",2017
462,"bottomT_mean_1993.2018.26",6.27414785112653,"26",2018
758,"bottomT_mean_1993.2018.1",NA,"1",1993
758,"bottomT_mean_1993.2018.2",NA,"2",1994
758,"bottomT_mean_1993.2018.3",NA,"3",1995
758,"bottomT_mean_1993.2018.4",NA,"4",1996
758,"bottomT_mean_1993.2018.5",NA,"5",1997
758,"bottomT_mean_1993.2018.6",NA,"6",1998
758,"bottomT_mean_1993.2018.7",NA,"7",1999
758,"bottomT_mean_1993.2018.8",NA,"8",2000
758,"bottomT_mean_1993.2018.9",NA,"9",2001
758,"bottomT_mean_1993.2018.10",NA,"10",2002
758,"bottomT_mean_1993.2018.11",NA,"11",2003
758,"bottomT_mean_1993.2018.12",NA,"12",2004
758,"bottomT_mean_1993.2018.13",NA,"13",2005
