"ID","Y","X","Year_HGU","Grazing"
59,62.306562,5.782733,2017,0
60,62.398128,5.842542,2017,0
61,62.399371,5.844672,2017,0
62,62.35119,6.11635,2017,0
63,62.3534,6.11569,2017,0
64,62.35439,6.09594,2017,0
65,62.3562999999999,6.09051,2017,0
66,62.35821,6.08508,2017,0
67,62.36043,6.08441,2017,0
68,62.36233,6.07898,2017,0
69,62.35248,6.10138,2017,0
70,62.3626399999999,6.08375,2017,0
71,62.36393,6.06877,2017,0
72,68.54433,16.45428,2012,1
73,68.403683,16.0741499999999,2012,1
74,68.404233,16.0733169999999,2012,1
75,68.4010329999999,16.073433,2012,1
76,68.399617,16.07215,2012,1
77,68.3902999999999,16.098317,2012,1
78,68.3889999999999,16.107467,2012,1
79,70.7201929999999,23.7991759999999,2017,1
80,70.7203449999999,23.800104,2017,1
81,70.720308,23.800273,2017,1
82,70.7202869999999,23.800363,2017,1
83,70.7202249999999,23.800196,2017,1
84,70.7201989999999,23.799872,2017,1
85,70.7202309999999,23.799816,2017,1
86,70.720359,23.800068,2017,1
87,70.720408,23.80039,2017,1
88,70.72046,23.800636,2017,1
89,70.720466,23.800687,2017,1
90,70.7205639999999,23.800901,2017,1
91,70.720657,23.800954,2017,1
92,70.720691,23.801286,2017,1
93,70.720578,23.8014709999999,2017,1
94,70.720505,23.801599,2017,1
95,70.720549,23.801766,2017,1
96,70.7206249999999,23.8017229999999,2017,1
97,70.7206589999999,23.8015259999999,2017,1
98,70.7207329999999,23.8006269999999,2017,1
99,70.7237449999999,23.807661,2017,1
100,70.7237769999999,23.807693,2017,1
101,70.7238219999999,23.807735,2017,1
102,70.7236659999999,23.807773,2017,1
103,70.72364,23.8078129999999,2017,1
104,70.723578,23.808053,2017,1
105,70.7234629999999,23.8082509999999,2017,1
106,70.7234229999999,23.8083689999999,2017,1
107,70.723425,23.808726,2017,1
108,70.7234519999999,23.8089569999999,2017,1
109,70.7234919999999,23.807865,2017,1
110,70.535065,23.4994769999999,2016,1
111,70.535103,23.499393,2016,1
112,70.5352239999999,23.499452,2016,1
113,70.535285,23.499426,2016,1
114,70.5353309999999,23.4994799999999,2016,1
115,70.534388,23.502547,2016,1
116,70.5344379999999,23.502693,2016,1
117,70.5344359999999,23.502773,2016,1
118,70.5324449999999,23.5061539999999,2016,1
119,70.5325239999999,23.506543,2016,1
120,70.5326,23.506682,2016,1
121,70.532661,23.506843,2016,1
122,70.5328099999999,23.506799,2016,1
123,70.54688,23.542877,2016,1
124,70.5469269999999,23.543067,2016,1
125,70.5469429999999,23.5431829999999,2016,1
126,70.546968,23.5432899999999,2016,1
127,70.5469489999999,23.543499,2016,1
128,70.5469329999999,23.543455,2016,1
129,70.546891,23.543489,2016,1
130,70.546839,23.5436729999999,2016,1
131,70.5467749999999,23.5438769999999,2016,1
132,70.546723,23.54361,2016,1
133,70.546678,23.5433449999999,2016,1
134,70.546592,23.542791,2016,1
135,70.5554259999999,23.534471,2016,1
136,70.551608,23.5402239999999,2016,1
137,70.5516839999999,23.540396,2016,1
138,70.5517329999999,23.54022,2016,1
139,70.551826,23.539971,2016,1
140,70.551845,23.539732,2016,1
141,70.4823499999999,23.127198,2016,1
142,70.481622,23.125208,2016,1
143,70.481716,23.125129,2016,1
144,70.481644,23.125084,2016,1
145,70.483574,23.148263,2016,1
146,70.483089,23.1521539999999,2016,1
147,70.48272,23.1532869999999,2016,1
148,70.4827169999999,23.153796,2016,1
149,70.4824969999999,23.15418,2016,1
150,70.514628,23.1679609999999,2016,1
151,70.514632,23.1676089999999,2016,1
152,70.516299,23.193304,2016,1
153,70.516266,23.1932949999999,2016,1
154,70.5159539999999,23.194526,2016,1
155,70.5158399999999,23.194631,2016,1
156,70.516108,23.194506,2016,1
157,70.5163699999999,23.194917,2016,1
158,70.516558,23.1956789999999,2016,1
159,70.517183,23.2185419999999,2016,1
160,70.517127,23.2192919999999,2016,1
161,70.5161829999999,23.2227,2016,1
162,70.5156489999999,23.2253079999999,2016,1
163,70.514634,22.8333799999999,2016,1
164,70.5146539999999,22.833161,2016,1
165,70.5146479999999,22.832816,2016,1
166,70.514588,22.832325,2016,1
167,70.5145579999999,22.8319259999999,2016,1
168,70.5144829999999,22.831485,2016,1
169,70.514469,22.83135,2016,1
170,70.514854,22.829839,2016,1
171,70.514819,22.829162,2016,1
172,70.5112069999999,22.815304,2016,1
173,70.511229,22.81463,2016,1
174,70.5120869999999,22.817709,2016,1
175,70.512067,22.817273,2016,1
176,70.5119779999999,22.816901,2016,1
177,70.512883,22.817612,2016,1
178,70.514227,22.8238239999999,2016,1
179,70.5141969999999,22.8233269999999,2016,1
180,70.514087,22.822699,2016,1
181,70.5140099999999,22.8219619999999,2016,1
182,70.514002,22.8214219999999,2016,1
183,70.513917,22.820224,2016,1
184,70.5132519999999,22.812376,2016,1
185,70.5153119999999,22.81052,2016,1
186,70.5153219999999,22.810198,2016,1
187,70.515454,22.812294,2016,1
188,70.5154459999999,22.8119109999999,2016,1
189,70.515274,22.811736,2016,1
190,70.5174389999999,22.8020309999999,2016,1
191,70.5174399999999,22.801758,2016,1
192,70.5173499999999,22.801297,2016,1
193,70.518291,22.8009309999999,2016,1
194,70.5196669999999,22.797167,2016,1
195,70.5206979999999,22.795634,2016,1
196,70.514683,22.77927,2016,1
197,70.516816,22.7809659999999,2016,1
198,70.514605,22.7798209999999,2016,1
199,70.5212619999999,22.925611,2016,1
200,70.5212499999999,22.9254929999999,2016,1
201,70.521203,22.9252199999999,2016,1
202,70.521173,22.925013,2016,1
203,70.521122,22.9247039999999,2016,1
204,70.521703,22.9255579999999,2016,1
205,70.5215919999999,22.925545,2016,1
206,70.521495,22.9253439999999,2016,1
207,70.521377,22.925145,2016,1
208,70.521276,22.9250189999999,2016,1
209,70.5211599999999,22.924876,2016,1
210,70.521719,22.9244319999999,2016,1
211,70.521617,22.9241969999999,2016,1
212,70.5741419999999,23.0716259999999,2016,1
213,70.574083,23.070778,2016,1
214,70.574218,23.0701649999999,2016,1
215,70.574246,23.069969,2016,1
216,70.5742479999999,23.069412,2016,1
217,70.605799,23.101662,2016,1
218,70.605721,23.101533,2016,1
219,70.6060839999999,23.1009649999999,2016,1
220,70.6067579999999,23.099903,2016,1
221,70.607026,23.099062,2016,1
222,70.6303369999999,23.136934,2016,1
223,70.6302469999999,23.136586,2016,1
224,70.63021,23.136448,2016,1
225,70.630086,23.136233,2016,1
226,70.6299149999999,23.135909,2016,1
227,70.631195,23.135776,2016,1
228,70.6310809999999,23.1355539999999,2016,1
229,70.630958,23.135387,2016,1
230,70.630792,23.135164,2016,1
231,70.6306129999999,23.1348799999999,2016,1
232,70.6304059999999,23.134654,2016,1
233,70.630352,23.1345719999999,2016,1
234,70.630212,23.134364,2016,1
235,70.63012,23.134231,2016,1
236,70.6314979999999,23.125008,2016,1
237,70.63136,23.1251029999999,2016,1
238,70.6312659999999,23.124797,2016,1
239,70.6312209999999,23.1245569999999,2016,1
240,70.631093,23.1245599999999,2016,1
241,70.6309349999999,23.12394,2016,1
242,70.637051,23.1574789999999,2016,1
243,70.6369679999999,23.1569429999999,2016,1
244,70.636887,23.1566639999999,2016,1
245,70.6376599999999,23.1551769999999,2016,1
246,70.637483,23.1545099999999,2016,1
247,70.637324,23.15396,2016,1
248,70.6371809999999,23.153542,2016,1
249,70.699762,23.1596289999999,2016,1
250,70.700438,23.159963,2016,1
251,70.7004029999999,23.1597839999999,2016,1
252,70.7003849999999,23.159703,2016,1
253,70.6984259999999,23.160995,2016,1
254,70.69835,23.1613609999999,2016,1
255,70.698188,23.1620519999999,2016,1
256,70.6824,23.221782,2016,1
257,70.68223,23.222096,2016,1
258,70.68219,23.2224849999999,2016,1
259,70.6822449999999,23.222954,2016,1
260,70.6821599999999,23.2230549999999,2016,1
261,70.682012,23.2264589999999,2016,1
262,70.681995,23.2270539999999,2016,1
263,70.6816359999999,23.229019,2016,1
264,70.681531,23.2296419999999,2016,1
265,70.6810959999999,23.2268079999999,2016,1
266,70.68016,23.222024,2016,1
267,70.680058,23.221768,2016,1
268,70.6786429999999,23.224871,2016,1
269,70.678171,23.225617,2016,1
270,70.67789,23.225648,2016,1
271,70.67766,23.226091,2016,1
272,70.6773299999999,23.2263069999999,2016,1
273,70.6770929999999,23.226355,2016,1
274,70.6768679999999,23.226316,2016,1
275,70.676715,23.2266459999999,2016,1
276,70.676578,23.2267779999999,2016,1
277,70.6763959999999,23.226755,2016,1
278,70.6761259999999,23.2271,2016,1
279,70.677373,23.224958,2016,1
280,70.677036,23.2258989999999,2016,1
281,70.677017,23.2259689999999,2016,1
282,70.6787379999999,23.230014,2016,1
283,70.678967,23.230772,2016,1
284,70.678876,23.231762,2016,1
285,70.7105099999999,23.299032,2016,1
286,70.710486,23.299049,2016,1
287,70.7104259999999,23.299049,2016,1
288,70.7103759999999,23.299036,2016,1
289,70.7102579999999,23.299009,2016,1
290,70.710182,23.298929,2016,1
291,70.864576,23.107641,2016,1
292,70.8620339999999,23.1251579999999,2016,1
293,70.8626479999999,23.1274939999999,2016,1
294,70.862651,23.1303179999999,2016,1
295,70.8600069999999,23.127575,2016,1
296,70.8531559999999,23.129002,2016,1
297,70.8528859999999,23.1267929999999,2016,1
298,70.849125,23.1389339999999,2016,1
299,70.8622969999999,23.1544349999999,2016,1
300,70.864062,23.145329,2016,1
301,70.865071,23.138679,2016,1
302,70.8625519999999,23.1364869999999,2016,1
303,70.865491,23.123449,2016,1
304,70.8581619999999,23.0673819999999,2016,1
305,70.85844,23.065968,2016,1
306,70.8600789999999,23.0649279999999,2016,1
307,70.862684,23.065975,2016,1
308,70.8612949999999,23.057887,2016,1
309,70.858107,23.044806,2016,1
310,70.85172,23.0527079999999,2016,1
311,70.848865,23.056457,2016,1
312,70.847324,23.0604149999999,2016,1
313,70.846247,23.0647869999999,2016,1
314,70.846349,23.064138,2016,1
315,70.84699,23.069455,2016,1
316,70.8475679999999,23.072429,2016,1
317,70.8323479999999,23.07597,2016,1
318,70.871367,23.314149,2016,1
319,70.8619259999999,22.882712,2016,1
320,70.861964,22.883405,2016,1
321,70.772953,22.8031599999999,2016,1
322,70.680874,22.9980459999999,2016,1
323,70.6692879999999,22.998417,2016,1
324,70.669227,22.998604,2016,1
325,70.669188,22.998728,2016,1
326,70.66919,22.9987889999999,2016,1
327,70.702724,22.9247699999999,2016,1
328,70.702825,22.9236289999999,2016,1
329,70.702841,22.922711,2016,1
330,70.703491,22.9195749999999,2016,1
331,70.7035249999999,22.9191159999999,2016,1
332,70.7035999999999,22.918336,2016,1
333,70.703647,22.915962,2016,1
334,70.7241279999999,23.08962,2016,1
335,70.722295,23.095077,2016,1
336,70.720979,23.098877,2016,1
337,70.7207169999999,23.10014,2016,1
338,70.7205909999999,23.1006749999999,2016,1
339,70.720341,23.101182,2016,1
340,70.7205699999999,23.099346,2016,1
341,70.720146,23.098835,2016,1
342,70.719519,23.099046,2016,1
343,70.7193079999999,23.098738,2016,1
344,70.7197409999999,23.0977999999999,2016,1
345,70.720033,23.097173,2016,1
346,70.7203059999999,23.096395,2016,1
347,70.742592,23.132514,2016,1
348,70.7414239999999,23.135788,2016,1
349,70.740644,23.1406269999999,2016,1
350,70.7406139999999,23.141086,2016,1
351,70.7405509999999,23.142413,2016,1
352,70.740482,23.143421,2016,1
353,70.740009,23.1592179999999,2016,1
354,70.7388409999999,23.1688019999999,2016,1
355,70.7388389999999,23.169287,2016,1
356,70.7397399999999,23.141849,2016,1
357,70.739658,23.1419,2016,1
358,70.7395839999999,23.1421339999999,2016,1
359,70.739604,23.1413979999999,2016,1
360,70.7651479999999,23.113623,2016,1
361,70.765009,23.116115,2016,1
362,70.7649449999999,23.1165239999999,2016,1
363,70.764657,23.119178,2016,1
364,70.7643989999999,23.12199,2016,1
365,70.7641859999999,23.1265269999999,2016,1
366,70.764323,23.127303,2016,1
367,70.764217,23.128269,2016,1
368,70.7642369999999,23.12844,2016,1
369,70.7640949999999,23.129162,2016,1
370,70.7637909999999,23.128736,2016,1
371,70.7636069999999,23.1287869999999,2016,1
372,70.796947,23.0886129999999,2016,1
373,70.7951309999999,23.092749,2016,1
374,70.7945069999999,23.094994,2016,1
375,70.7939339999999,23.0974089999999,2016,1
376,70.7938139999999,23.097715,2016,1
377,70.793777,23.097832,2016,1
378,70.793096,23.099595,2016,1
379,70.7929089999999,23.100183,2016,1
380,70.7929939999999,23.100584,2016,1
381,70.7955999999999,23.0963819999999,2016,1
382,70.796816,23.098583,2016,1
383,70.7969499999999,23.099688,2016,1
384,70.797059,23.0999109999999,2016,1
385,70.797115,23.100002,2016,1
386,70.7828769999999,23.3833069999999,2016,1
387,70.78296,23.3830269999999,2016,1
388,70.783055,23.382714,2016,1
389,70.7831709999999,23.3825539999999,2016,1
390,70.783253,23.382344,2016,1
391,70.7832559999999,23.382003,2016,1
392,70.7833059999999,23.381629,2016,1
393,70.7834129999999,23.3811199999999,2016,1
394,70.7835199999999,23.380651,2016,1
395,70.7836379999999,23.3801209999999,2016,1
396,70.783713,23.37975,2016,1
397,70.7837889999999,23.3795959999999,2016,1
398,70.783939,23.37949,2016,1
399,70.784169,23.383312,2016,1
400,70.784143,23.386098,2016,1
401,70.784417,23.385859,2016,1
402,70.7846499999999,23.385593,2016,1
403,70.7845109999999,23.387426,2016,1
404,70.711932,23.334194,2016,1
405,70.7118119999999,23.333677,2016,1
406,70.7118279999999,23.3333489999999,2016,1
407,70.6785069999999,23.231669,2016,1
408,70.6792949999999,23.2284469999999,2016,1
409,70.678488,23.225021,2016,1
410,70.6213609999999,23.088694,2016,1
411,70.621485,23.0878809999999,2016,1
412,70.6208989999999,23.087578,2016,1
413,70.6311259999999,23.1250369999999,2016,1
414,70.631313,23.124756,2016,1
415,70.6313739999999,23.1250539999999,2016,1
416,70.4703439999999,23.2548129999999,2016,1
417,70.456209,23.2082249999999,2016,1
418,70.4563449999999,23.207984,2016,1
419,70.4564819999999,23.208046,2016,1
420,70.456159,23.20664,2016,1
421,70.456423,23.2065559999999,2016,1
422,70.456343,23.209744,2016,1
423,70.4564,23.209965,2016,1
424,70.456528,23.210141,2016,1
425,70.456586,23.210142,2016,1
426,70.4567169999999,23.210099,2016,1
427,70.456843,23.2100529999999,2016,1
428,70.4569979999999,23.21003,2016,1
429,70.457244,23.2100849999999,2016,1
430,70.4574989999999,23.210429,2016,1
431,70.457676,23.210439,2016,1
432,70.4580839999999,23.2107139999999,2016,1
433,70.45843,23.2107069999999,2016,1
434,70.45847,23.2106959999999,2016,1
435,70.458652,23.2106719999999,2016,1
436,70.458837,23.210639,2016,1
437,70.463858,23.2234909999999,2016,1
438,70.466436,23.232347,2016,1
439,70.4665729999999,23.232544,2016,1
440,70.4664769999999,23.244465,2016,1
441,70.4666,23.245055,2016,1
442,70.466638,23.2452879999999,2016,1
443,70.4665629999999,23.2461209999999,2016,1
444,70.466582,23.247007,2016,1
445,70.466543,23.2476619999999,2016,1
446,70.466559,23.248519,2016,1
447,70.4665959999999,23.249064,2016,1
448,70.466648,23.249419,2016,1
449,70.4667239999999,23.249717,2016,1
450,70.4668669999999,23.250347,2016,1
451,70.466993,23.250896,2016,1
452,70.4671129999999,23.251311,2016,1
453,70.4672209999999,23.251733,2016,1
454,70.467246,23.251863,2016,1
455,70.4672609999999,23.2519279999999,2016,1
456,70.46729,23.2519479999999,2016,1
457,70.467382,23.25193,2016,1
458,70.467532,23.251888,2016,1
459,70.4676709999999,23.252195,2016,1
460,70.467752,23.252419,2016,1
461,70.467944,23.2529049999999,2016,1
462,70.4680769999999,23.253174,2016,1
463,70.46826,23.2534899999999,2016,1
464,70.4683359999999,23.2536039999999,2016,1
465,70.4686329999999,23.253557,2016,1
466,70.468789,23.253629,2016,1
467,70.468928,23.253885,2016,1
468,70.4690329999999,23.25384,2016,1
469,70.4691969999999,23.253712,2016,1
470,70.469361,23.2535409999999,2016,1
471,70.4702249999999,23.2632949999999,2016,1
472,70.470267,23.263306,2016,1
473,70.470414,23.2635739999999,2016,1
474,70.4704509999999,23.2636919999999,2016,1
475,70.4704789999999,23.263773,2016,1
476,70.49109,23.2825069999999,2016,1
477,70.491394,23.282276,2016,1
478,70.49154,23.282211,2016,1
479,70.491765,23.282354,2016,1
480,70.491774,23.282346,2016,1
481,70.6121299999999,23.446283,2016,1
482,70.6121459999999,23.446432,2016,1
483,70.612189,23.446946,2016,1
484,70.6121669999999,23.447364,2016,1
485,70.612255,23.44929,2016,1
486,70.612279,23.449621,2016,1
487,70.612374,23.450423,2016,1
488,70.612375,23.4506799999999,2016,1
489,70.6124039999999,23.4512,2016,1
490,70.6123879999999,23.4515439999999,2016,1
491,70.6123539999999,23.452639,2016,1
492,70.6122989999999,23.4535149999999,2016,1
493,70.612257,23.453755,2016,1
494,70.6118819999999,23.456209,2016,1
495,70.6118869999999,23.456385,2016,1
496,70.6109689999999,23.452019,2016,1
497,70.610532,23.450278,2016,1
498,70.609852,23.449127,2016,1
499,70.8546429999999,23.1130609999999,2016,1
500,70.8557229999999,23.10737,2016,1
501,70.8606529999999,23.097778,2016,1
502,70.8615159999999,23.107975,2016,1
503,70.860549,23.136377,2016,1
504,70.8601129999999,23.135406,2016,1
505,70.843557,23.226395,2016,1
506,70.861508,23.1338809999999,2016,1
507,70.858804,23.1245769999999,2016,1
508,70.8586289999999,23.124424,2016,1
509,70.859041,23.130579,2016,1
510,70.8571419999999,23.136969,2016,1
511,70.8563709999999,23.135199,2016,1
512,70.857296,23.138974,2016,1
513,70.854465,23.141901,2016,1
514,70.855953,23.140279,2016,1
515,70.859385,23.153117,2016,1
516,70.8610479999999,23.156347,2016,1
517,70.8643859999999,23.142766,2016,1
518,70.8631319999999,23.1354639999999,2016,1
519,70.8580919999999,23.073613,2016,1
520,70.862469,23.0498559999999,2016,1
521,70.8717019999999,23.313396,2016,1
522,70.8435029999999,23.227253,2016,1
523,70.8430699999999,23.22678,2016,1
524,70.7724709999999,22.805281,2016,1
525,70.843033,23.227063,2016,1
526,70.8563189999999,23.141226,2016,1
527,70.7728819999999,22.8040349999999,2016,1
528,70.772924,22.803343,2016,1
529,70.7722409999999,22.805083,2016,1
530,70.8435149999999,23.2278699999999,2016,1
531,70.843562,23.227854,2016,1
532,70.8432119999999,23.226032,2016,1
533,70.7118169999999,23.333572,2016,1
534,60.7369089999999,4.826109,2004,0
535,60.7367879999999,4.826448,2004,0
536,60.7330479999999,4.844079,2004,0
537,60.7331179999999,4.844288,2004,0
538,60.733249,4.844192,2004,0
539,60.73792,4.884224,2004,0
540,60.7381129999999,4.883877,2004,0
541,60.738384,4.88324,2004,0
542,60.737842,4.884816,2004,0
543,60.7359999999999,4.875893,2004,0
544,60.7360929999999,4.875727,2004,0
545,60.735877,4.875866,2004,0
546,60.735916,4.8763,2004,0
547,60.73261,4.870203,2004,0
548,60.7324959999999,4.869899,2004,0
549,60.7326789999999,4.869935,2004,0
550,60.732692,4.870352,2004,0
551,60.7329769999999,4.869764,2004,0
552,60.73286,4.869508,2004,0
553,60.712978,4.865153,2004,0
554,60.712963,4.865022,2004,0
555,60.7127869999999,4.865345,2004,0
556,60.748978,4.82909,2004,0
557,60.7489759999999,4.828876,2004,0
558,60.748953,4.82862,2004,0
559,60.74199,4.829965,2004,0
560,60.7419209999999,4.830219,2004,0
561,60.742131,4.829992,2004,0
562,60.7421429999999,4.829762,2004,0
563,60.7260649999999,4.845261,2004,0
564,60.7260149999999,4.845201,2004,0
565,60.725943,4.845395,2004,0
566,60.726084,4.845528,2004,0
567,70.948819,25.46,2016,1
568,70.9473809999999,25.4613179999999,2016,1
569,70.946268,25.464896,2016,1
570,70.9483989999999,25.451432,2016,1
571,70.9506209999999,25.4602679999999,2016,1
572,70.942594,25.4775309999999,2016,1
573,70.953686,25.4702519999999,2016,1
574,71.037119,24.0538449999999,2016,1
575,71.058598,24.1497029999999,2016,1
576,71.060434,24.149211,2016,1
577,71.0607219999999,24.143065,2016,1
578,71.060388,24.1426669999999,2016,1
579,71.066113,24.133785,2016,1
580,71.0643919999999,24.1290349999999,2016,1
581,71.0640369999999,24.128726,2016,1
582,71.063989,24.128606,2016,1
583,71.059775,24.1197139999999,2016,1
584,71.0718159999999,24.1638209999999,2016,1
585,71.0768759999999,24.1834379999999,2016,1
586,71.0758759999999,24.187217,2016,1
587,71.067119,24.1961979999999,2016,1
588,71.0669529999999,24.197837,2016,1
589,71.065813,24.195495,2016,1
590,71.06439,24.190075,2016,1
591,71.062229,24.191164,2016,1
592,71.062477,24.182161,2016,1
593,71.065375,24.2131879999999,2016,1
594,71.0618149999999,24.214936,2016,1
595,71.059887,24.212959,2016,1
596,71.057896,24.214945,2016,1
597,71.050578,24.1768509999999,2016,1
598,71.0515029999999,24.170752,2016,1
599,71.051833,24.1673329999999,2016,1
600,71.0537759999999,24.162811,2016,1
601,71.0544909999999,24.170971,2016,1
602,71.0553089999999,24.1780949999999,2016,1
603,71.056504,24.1891089999999,2016,1
604,71.05713,24.1719539999999,2016,1
605,71.057764,24.1676089999999,2016,1
606,71.036236,24.0869159999999,2016,1
607,71.07007,24.190742,2016,1
608,71.062184,24.1841979999999,2016,1
609,71.066265,24.2070909999999,2016,1
610,71.055795,24.1467969999999,2016,1
611,71.060614,24.1500379999999,2016,1
612,71.064549,24.129131,2016,1
613,71.0742,24.162154,2016,1
614,71.065516,24.177447,2016,1
615,71.0526409999999,24.186105,2016,1
616,71.059348,24.1773659999999,2016,1
617,71.0605769999999,24.1426979999999,2016,1
618,71.065847,24.155017,2016,1
619,71.059984,24.210394,2016,1
620,71.0607899999999,24.1481099999999,2016,1
621,71.061756,24.148588,2016,1
622,71.0625589999999,24.145229,2016,1
623,71.0604419999999,24.142688,2016,1
624,71.0733079999999,24.2071849999999,2016,1
625,71.06046,24.1492709999999,2016,1
626,71.063258,24.1539609999999,2016,1
627,71.065751,24.155004,2016,1
628,71.067169,24.157961,2016,1
629,71.059869,24.1203119999999,2016,1
630,71.059837,24.1201429999999,2016,1
631,71.06775,24.168761,2016,1
632,71.068302,24.170608,2016,1
633,71.070109,24.1614289999999,2016,1
634,71.070925,24.166143,2016,1
635,71.0740179999999,24.170264,2016,1
636,71.071301,24.184466,2016,1
637,70.7947949999999,27.2137269999999,2016,1
638,71.125832,27.629149,2016,1
639,70.796862,27.210156,2016,1
640,70.804106,27.2042509999999,2016,1
641,70.794004,27.215316,2016,1
642,71.1222329999999,27.618321,2016,1
643,71.1180169999999,27.6197979999999,2016,1
644,71.1241289999999,27.627327,2016,1
645,71.123208,27.62743,2016,1
646,71.1198859999999,27.612551,2016,1
647,71.125076,27.6201809999999,2016,1
648,70.803143,27.167587,2016,1
649,71.1165199999999,27.621641,2016,1
650,71.1260309999999,27.622924,2016,1
651,71.114017,27.598132,2016,1
652,70.8031349999999,27.1745179999999,2016,1
653,71.121504,27.625609,2016,1
654,70.795308,27.2230589999999,2016,1
655,70.790608,27.228458,2016,1
656,70.8017789999999,27.170905,2016,1
657,70.7944269999999,27.225978,2016,1
658,71.12389,27.6208169999999,2016,1
659,71.1145379999999,27.587183,2016,1
660,71.121656,27.620061,2016,1
661,70.8063319999999,27.177885,2016,1
662,70.811435,27.2004759999999,2016,1
663,70.809757,27.208454,2016,1
664,70.8059829999999,27.176282,2016,1
665,71.1349919999999,27.618904,2016,1
666,70.8064609999999,27.213345,2016,1
667,71.1225699999999,27.610071,2016,1
668,70.807124,27.176295,2016,1
669,70.811046,27.196071,2016,1
670,71.132237,27.592383,2016,1
671,70.8142339999999,27.206377,2016,1
672,71.1252269999999,27.5779229999999,2016,1
673,71.1182859999999,27.555757,2016,1
674,71.1186649999999,27.5602379999999,2016,1
675,71.12166,27.5565409999999,2016,1
676,70.8124949999999,27.1948879999999,2016,1
677,71.121243,27.576031,2016,1
678,71.123973,27.572869,2016,1
679,70.8083979999999,27.174309,2016,1
680,70.8141179999999,27.1945079999999,2016,1
681,70.808625,27.1675119999999,2016,1
682,70.8098379999999,27.1800579999999,2016,1
683,71.1302709999999,27.5776819999999,2016,1
684,70.797544,27.223755,2016,1
685,70.805164,27.164676,2016,1
686,71.124401,27.5498559999999,2016,1
687,70.8108479999999,27.178602,2016,1
688,70.811323,27.185141,2016,1
689,70.8129859999999,27.18756,2016,1
690,70.8139479999999,27.190238,2016,1
691,71.127706,27.608487,2016,1
692,71.126659,27.6070959999999,2016,1
693,70.7989709999999,27.171941,2016,1
694,71.125729,27.597311,2016,1
695,70.798359,27.1708679999999,2016,1
696,70.8036129999999,27.177589,2016,1
697,71.115536,27.602651,2016,1
698,70.801731,27.1750359999999,2016,1
699,71.1159739999999,27.602937,2016,1
700,70.8076109999999,27.206427,2016,1
701,71.123908,27.6038859999999,2016,1
702,71.132855,27.60338,2016,1
703,71.124785,27.6277569999999,2016,1
704,70.7911809999999,27.226734,2016,1
705,70.7907869999999,27.2257959999999,2016,1
706,71.1243199999999,27.611215,2016,1
707,71.131101,27.615651,2016,1
708,71.1309689999999,27.6275699999999,2016,1
709,71.1180509999999,27.585946,2016,1
710,70.8063769999999,27.2112109999999,2016,1
711,71.1248669999999,27.593218,2016,1
712,71.133043,27.623985,2016,1
713,71.126478,27.596388,2016,1
714,71.128955,27.590239,2016,1
715,71.127932,27.5818049999999,2016,1
716,71.13548,27.605097,2016,1
717,71.1251989999999,27.5983759999999,2016,1
718,70.7960599999999,27.2186729999999,2016,1
719,70.792505,27.220624,2016,1
720,70.791494,27.222076,2016,1
721,70.797514,27.214029,2016,1
722,70.7877349999999,27.2135029999999,2016,1
723,70.7957569999999,27.216404,2016,1
