"ID","Y","X","Year_HGU","BO2_tempmax_bdmean","X.1","Y.1","optional"
13019,62.783535,7.562873,2012,13.7065458297729,7.562873,62.783535,TRUE
13020,62.783479,7.563236,2012,13.7065458297729,7.563236,62.783479,TRUE
13021,62.783478,7.563724,2012,13.7065458297729,7.563724,62.783478,TRUE
13022,62.787936,7.588952,2012,14.2402467727661,7.588952,62.787936,TRUE
13023,62.788175,7.590063,2012,14.2402467727661,7.590063,62.788175,TRUE
13027,62.615969,6.463021,2012,12.6680192947388,6.463021,62.615969,TRUE
13028,62.6154889999999,6.460805,2012,12.6680192947388,6.460805,62.6154889999999,TRUE
13029,62.5989599999999,6.456062,2012,12.6680192947388,6.456062,62.5989599999999,TRUE
13030,62.599128,6.456408,2012,12.6680192947388,6.456408,62.599128,TRUE
13031,62.5757309999999,6.459199,2012,15.1554183959961,6.459199,62.5757309999999,TRUE
13032,62.575693,6.459645,2012,15.1554183959961,6.459645,62.575693,TRUE
13033,62.568601,6.458821,2012,15.1554183959961,6.458821,62.568601,TRUE
13041,62.7242279999999,6.984873,2012,9.9305305480957,6.984873,62.7242279999999,TRUE
13042,62.726008,7.027055,2012,8.60697937011719,7.027055,62.726008,TRUE
13043,62.7629039999999,7.482162,2012,14.777117729187,7.482162,62.7629039999999,TRUE
13058,61.3485799999999,5.230341,2012,9.20217704772949,5.230341,61.3485799999999,TRUE
13059,61.3325699999999,5.166212,2012,13.3339967727661,5.166212,61.3325699999999,TRUE
13060,61.3643739999999,5.393183,2012,10.5942659378052,5.393183,61.3643739999999,TRUE
13073,61.03208,5.374886,2012,-0.0395877733826637,5.374886,61.03208,TRUE
13074,61.170703,6.653817,2012,1.75574445724487,6.653817,61.170703,TRUE
13075,61.026842,5.464193,2012,8.98424530029297,5.464193,61.026842,TRUE
13076,61.0268799999999,5.464094,2012,8.98424530029297,5.464094,61.0268799999999,TRUE
13077,61.027836,5.466402,2012,8.98424530029297,5.466402,61.027836,TRUE
13078,61.0278229999999,5.466591,2012,8.98424530029297,5.466591,61.0278229999999,TRUE
13079,61.031274,5.461704,2012,8.98424530029297,5.461704,61.031274,TRUE
13080,59.9621149999999,5.949808,2012,9.71729755401611,5.949808,59.9621149999999,TRUE
13081,59.9582079999999,5.947674,2012,9.71729755401611,5.947674,59.9582079999999,TRUE
13093,62.7830969999999,7.558519,2012,13.7065458297729,7.558519,62.7830969999999,TRUE
13094,62.7833559999999,7.560391,2012,13.7065458297729,7.560391,62.7833559999999,TRUE
13095,62.7834039999999,7.56107,2012,13.7065458297729,7.56107,62.7834039999999,TRUE
13096,62.7834689999999,7.561812,2012,13.7065458297729,7.561812,62.7834689999999,TRUE
13097,62.78356,7.562491,2012,13.7065458297729,7.562491,62.78356,TRUE
13102,62.599046,6.456177,2012,12.6680192947388,6.456177,62.599046,TRUE
13103,62.5834479999999,6.46146,2012,12.6680192947388,6.46146,62.5834479999999,TRUE
13104,62.583494,6.461039,2012,12.6680192947388,6.461039,62.583494,TRUE
13105,62.568579,6.4593,2012,15.1554183959961,6.4593,62.568579,TRUE
13106,62.6147989999999,6.435434,2012,12.6680192947388,6.435434,62.6147989999999,TRUE
13107,62.612015,6.416204,2012,13.3227968215942,6.416204,62.612015,TRUE
13118,62.723993,6.983529,2012,9.9305305480957,6.983529,62.723993,TRUE
13119,62.762864,7.482522,2012,14.777117729187,7.482522,62.762864,TRUE
13124,62.8405399999999,7.149767,2012,13.8953619003296,7.149767,62.8405399999999,TRUE
13129,61.023848,5.410429,2012,-0.0395877733826637,5.410429,61.023848,TRUE
13134,62.779158,7.515145,2012,13.7065458297729,7.515145,62.779158,TRUE
13139,62.575794,6.459633,2012,15.1554183959961,6.459633,62.575794,TRUE
13162,62.7319699999999,7.08638,2012,7.86621952056885,7.08638,62.7319699999999,TRUE
13163,62.84217,7.117466,2012,13.8953619003296,7.117466,62.84217,TRUE
13164,62.839108,7.111704,2012,13.8953619003296,7.111704,62.839108,TRUE
13165,62.844326,7.140177,2012,13.8953619003296,7.140177,62.844326,TRUE
13166,70.9433791099999,25.6218883499999,2016,8.39030647277832,25.6218883499999,70.9433791099999,TRUE
13167,70.50521385,23.9805472199999,2016,10.1571979522705,23.9805472199999,70.50521385,TRUE
13168,70.50794088,23.9939643499999,2016,10.1571979522705,23.9939643499999,70.50794088,TRUE
13170,70.52273879,23.98769365,2016,10.1571979522705,23.98769365,70.52273879,TRUE
13171,70.51993597,23.9803375099999,2016,10.1571979522705,23.9803375099999,70.51993597,TRUE
13177,70.5101119899999,24.0003577099999,2016,8.01913356781006,24.0003577099999,70.5101119899999,TRUE
13178,70.94407578,25.63339454,2016,8.39030647277832,25.63339454,70.94407578,TRUE
13179,70.9468367599999,25.6328075099999,2016,8.39030647277832,25.6328075099999,70.9468367599999,TRUE
13182,70.9439193799999,25.6360916699999,2016,8.39030647277832,25.6360916699999,70.9439193799999,TRUE
13183,70.5232048799999,23.99197186,2016,10.1571979522705,23.99197186,70.5232048799999,TRUE
13186,70.51378015,24.03115429,2016,8.01913356781006,24.03115429,70.51378015,TRUE
13190,70.5173778799999,23.97716133,2016,10.1571979522705,23.97716133,70.5173778799999,TRUE
13191,70.5231057799999,23.99396252,2016,10.1571979522705,23.99396252,70.5231057799999,TRUE
13194,70.5080399699999,23.99197518,2016,10.1571979522705,23.99197518,70.5080399699999,TRUE
13195,70.5232941499999,23.9947250899999,2016,10.1571979522705,23.9947250899999,70.5232941499999,TRUE
13196,70.51054675,23.9734364699999,2016,10.1571979522705,23.9734364699999,70.51054675,TRUE
13197,70.50957999,23.9974082899999,2016,10.1571979522705,23.9974082899999,70.50957999,TRUE
13198,70.94727229,25.5029821,2016,9.7320384979248,25.5029821,70.94727229,TRUE
13200,70.52269599,23.99310096,2016,10.1571979522705,23.99310096,70.52269599,TRUE
13201,70.9381305499999,25.6183464,2016,8.39030647277832,25.6183464,70.9381305499999,TRUE
13203,70.5096731099999,23.95000093,2016,10.1571979522705,23.95000093,70.5096731099999,TRUE
13210,70.5073290499999,23.9835242,2016,10.1571979522705,23.9835242,70.5073290499999,TRUE
13211,70.51576579,23.95949109,2016,10.1571979522705,23.95949109,70.51576579,TRUE
13213,70.5108373199999,23.9539078699999,2016,10.1571979522705,23.9539078699999,70.5108373199999,TRUE
13216,70.50812528,23.98116834,2016,10.1571979522705,23.98116834,70.50812528,TRUE
13217,70.51555324,23.95465034,2016,10.1571979522705,23.95465034,70.51555324,TRUE
13218,70.5103912499999,23.97201141,2016,10.1571979522705,23.97201141,70.5103912499999,TRUE
13222,70.50780489,23.9830587599999,2016,10.1571979522705,23.9830587599999,70.50780489,TRUE
13226,70.5113005799999,23.9764841699999,2016,10.1571979522705,23.9764841699999,70.5113005799999,TRUE
13228,70.51822108,23.9829627099999,2016,10.1571979522705,23.9829627099999,70.51822108,TRUE
13232,70.93775406,25.62092338,2016,8.39030647277832,25.62092338,70.93775406,TRUE
13233,70.94881893,25.4600004099999,2016,10.212306022644,25.4600004099999,70.94881893,TRUE
13234,70.9393212899999,25.6252500499999,2016,8.39030647277832,25.6252500499999,70.9393212899999,TRUE
13239,70.5087895399999,23.9814647299999,2016,10.1571979522705,23.9814647299999,70.5087895399999,TRUE
13240,70.50846914,23.9833552099999,2016,10.1571979522705,23.9833552099999,70.50846914,TRUE
13241,70.94738094,25.46131824,2016,10.212306022644,25.46131824,70.94738094,TRUE
13242,70.93642087,25.6125529999999,2016,8.39030647277832,25.6125529999999,70.93642087,TRUE
13249,70.93674445,25.61481401,2016,8.39030647277832,25.61481401,70.93674445,TRUE
13252,70.94626836,25.46489564,2016,10.212306022644,25.46489564,70.94626836,TRUE
13254,70.9470994299999,25.62042907,2016,8.39030647277832,25.62042907,70.9470994299999,TRUE
13255,70.9353076299999,25.6043030099999,2016,8.39030647277832,25.6043030099999,70.9353076299999,TRUE
13256,70.5128270999999,24.01852212,2016,8.01913356781006,24.01852212,70.5128270999999,TRUE
13262,70.5094538,23.9817611299999,2016,10.1571979522705,23.9817611299999,70.5094538,TRUE
13265,70.5149698299999,23.96184869,2016,10.1571979522705,23.96184869,70.5149698299999,TRUE
13269,70.9483986,25.45143157,2016,10.212306022644,25.45143157,70.9483986,TRUE
13270,70.51764624,23.98541854,2016,10.1571979522705,23.98541854,70.51764624,TRUE
13272,70.9506208399999,25.4602676999999,2016,10.212306022644,25.4602676999999,70.9506208399999,TRUE
13274,70.5109030899999,23.95258142,2016,10.1571979522705,23.95258142,70.5109030899999,TRUE
